transformer_id,loc,name,ser,codetx,sample_day,transformer_overall_severity_level,transformer_overall_severity_label,transformer_overall_severity_score,overall_score_type,overall_score_formula,overall_score_is_weighted,overall_score_is_failure_probability,overall_score_history_is_bounded,history_mean_status_before_current,history_status_slope_per_observation,maintenance_priority,maintenance_priority_ordinal,maintenance_priority_reason,maintenance_priority_is_weighted,maintenance_priority_score_type,critical_front_flag,critical_rule,critical_reference,critical_evidence_table,critical_evidence_gas,critical_evidence_ratio,current_fault,current_fault_group,fault_criticality_class,fault_criticality_source,current_fault_posterior_max,current_fault_entropy,diagnostic_agreement_ratio,history_record_count,history_span_days,history_max_status_before_current,history_nonzero_status_record_count,history_abnormal_record_count,history_critical_record_count,history_abnormal_record_ratio,history_critical_record_ratio,history_fault_occurrence_count,history_dominant_fault,history_fault_entropy,history_dominant_fault_count,history_recurrent_fault_fraction,history_current_fault_recurrence_fraction,history_fault_persistence,history_worsening_transition_count,history_improving_transition_count,history_stable_transition_count,history_observed_transition_count,history_worsening_transition_ratio,history_improving_transition_ratio,history_has_observed_trend,single_record_transformer,history_data_sufficiency_level,current_standardized_exceedance,current_concentration_exceedance_ratio,current_delta_exceedance_ratio,current_rate_exceedance_ratio,current_status3_standardized_exceedance,current_delta_exceedance,current_standard_trigger_count,historical_max_standardized_exceedance,table1_exceed_count,table2_exceed_count,table3_exceed_count,table4_exceed_count,ieee_table1_exceeding_gases,ieee_table2_exceeding_gases,ieee_table3_exceeding_gases,ieee_table4_exceeding_gases,ieee_confirmation_required,ieee_delta_available,ieee_rate_available,ieee_rate_span_months,rank,rank_tie,rank_group_size,severity_rank_within_class,severity_class_size,severity_rank_text,rank_percentile,relative_fleet_rank_percentile,fleet_rank_percentile,priority_score,priority_score_type,severity_priority_score_type,severity_evidence_vector,ranking_policy,ranking_is_weighted,ranking_is_health_score,ranking_uses_record_count_as_severity,ranking_uses_fault_criticality_as_severity,recommended_action,maintenance_priority_rank,maintenance_priority_rank_percentile,pareto_dominance_count,pareto_front,pareto_interpretation
5BA159010,SH1,KT1A,5BA159010,SH1KT1A,2024-02-09,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,1.0,0.39999999999999997,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_4_95TH_RATE,c2h4,3.118795778819705,T2,THERMAL,ELEVATED_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9951131272311087,0.01632699543571809,75.0,5,1464.0,1,4,1,1,0.2,0.2,5,THERMAL,0.5004024235381879,4,0.8,0.8,3,1,0,3,4,0.25,0.0,True,False,2,1.0,1.0,1.0,3.118795778819705,1.0,0,1,1.0,0,0,0,1,[],[],[],['c2h4'],True,True,True,17.51129363449692,384,True,3,385,386,385/386,38.8,38.8,38.8,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|0|1|0|1|1.0|1.0|1.0|1|1.0,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,384,38.8,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
7128901702,CHW,KT3A,7128901702,CHWKT3A,2024-06-04,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,1.0,0.9999999999999998,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_4_95TH_RATE,co,1.0373306822868478,D2,DISCHARGE,HIGH_CONCERN,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9999999985811907,1.565127423823903e-08,50.0,3,344.0,1,2,1,1,0.3333333333333333,0.3333333333333333,1,DISCHARGE,-0.0,1,1.0,1.0,1,1,0,1,2,0.5,0.0,True,False,2,1.0,1.0,1.0,1.0373306822868478,1.0,0,1,1.0,0,0,0,1,[],[],[],['co'],True,True,True,11.301848049281315,384,True,3,386,386,386/386,38.8,38.8,38.8,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|0|1|0|1|1.0|1.0|1.0|1|1.0,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,384,38.8,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
8P9091T2,SN3,KT2A,8P9091T2,SN3KT2A,2024-03-17,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,3.0,-0.1428571428571429,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.45,PD,DISCHARGE,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.8915588129960819,0.1828910615778797,0.0,6,1820.0,3,5,6,5,1.0,0.8333333333333334,6,THERMAL,0.45056120886630463,5,0.8333333333333334,0.16666666666666666,1,0,1,4,5,0.0,0.2,True,False,2,1.45,1.45,56.57142857142857,1.0,1.45,1,2,28.466666666666665,1,0,3,0,['ch4'],[],"['ch4', 'c2h6', 'co2']",[],True,True,False,,387,False,1,1,174,1/174,38.3,38.3,38.3,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|3|2|1.45|1.0|1.0|3|28.466666666666665,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,387,38.3,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
9711291103,TS,KT2A,9711291103,TSKT2A,2024-03-04,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,2.2,0.009090909090909162,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.3,T2,THERMAL,ELEVATED_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9951131272311087,0.01632699543571809,75.0,11,1815.0,3,10,9,4,0.8181818181818182,0.36363636363636365,11,THERMAL,0.47413931305783735,9,0.8181818181818182,0.8181818181818182,1,4,4,2,10,0.4,0.4,True,False,2,1.3,1.3,1.55,1.0,1.3,1,2,14.0,1,0,3,0,['ch4'],[],"['ch4', 'c2h4', 'co']",[],True,True,False,,388,False,1,2,174,2/174,38.2,38.2,38.2,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|3|2|1.3|1.0|1.0|3|14.0,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,388,38.2,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
8R8396T2,CR,KT2A,8R8396T2,CRKT2A,2024-04-28,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,1.75,0.19999999999999987,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.1444444444444444,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,5,1485.0,2,4,4,0,0.8,0.0,5,THERMAL,0.5004024235381879,4,0.8,0.8,4,1,0,3,4,0.25,0.0,True,False,2,1.1444444444444444,1.1444444444444444,2.68,1.0,1.1444444444444444,1,2,1.8888888888888888,1,0,3,0,['c2h6'],[],"['ch4', 'c2h6', 'co2']",[],True,True,False,,389,False,1,3,174,3/174,38.0,38.0,38.0,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|3|2|1.1444444444444444|1.0|1.0|2|1.8888888888888888,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,389,38.0,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
8P9089T1,CR,KT1A,8P9089T1,CRKT1A,2024-04-28,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,2.25,-0.016666666666666604,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.0,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9275791083979198,0.13355734230319688,75.0,9,1633.0,3,8,9,2,1.0,0.2222222222222222,8,THERMAL,-0.0,8,1.0,1.0,4,1,2,5,8,0.125,0.25,True,False,2,1.0,1.0,10.6,1.0,1.0,1,1,21.6,0,0,3,0,[],[],"['h2', 'ch4', 'c2h6']",[],True,True,False,,390,False,1,4,174,4/174,37.9,37.9,37.9,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|3|1|1.0|1.0|1.0|3|21.6,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,390,37.9,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
8R8199T1,UB2,KT1A,8R8199T1,UB2KT1A,2024-02-04,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,2.5,-9.674846889501613e-17,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.0,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9275791083979198,0.13355734230319688,100.0,5,1434.0,3,4,5,2,1.0,0.4,3,DISCHARGE,0.6365141682948128,2,0.6666666666666666,0.3333333333333333,1,2,2,0,4,0.5,0.5,True,False,2,1.0,1.0,5.68,1.0,1.0,1,1,8.0,0,0,3,0,[],[],"['h2', 'ch4', 'c2h6']",[],True,True,False,,391,False,1,5,174,5/174,37.7,37.7,37.7,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|3|1|1.0|1.0|1.0|3|8.0,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,391,37.7,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
11155010,SNO,KT6AC,11155010,SNOKT6AC,2023-11-27,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,1.7777777777777777,-0.14545454545454545,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.0,T2,THERMAL,ELEVATED_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.6769241315763153,0.323361020210662,0.0,10,1648.0,3,9,6,2,0.6,0.2,7,THERMAL,0.5982695885852573,5,0.7142857142857143,0.7142857142857143,1,3,3,3,9,0.3333333333333333,0.3333333333333333,True,False,2,1.0,1.0,10.857142857142858,1.0,1.0,1,1,3.7333333333333334,0,0,3,0,[],[],"['h2', 'ch4', 'c2h6']",[],True,True,False,,392,False,1,6,174,6/174,37.5,37.5,37.5,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|3|1|1.0|1.0|1.0|3|3.7333333333333334,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,392,37.5,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
8T9792T1,BNN,KT1A,8T9792T1,BNNKT1A,2024-03-03,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,2.4,0.05714285714285728,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.0,T2,THERMAL,ELEVATED_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9964756281071343,0.013295802133288319,75.0,6,1801.0,3,5,5,3,0.8333333333333334,0.5,5,DISCHARGE,0.6730116670092565,3,0.6,0.4,2,2,2,1,5,0.4,0.4,True,False,2,1.0,1.0,4.817142857142857,1.0,1.0,1,1,2.214,0,0,3,0,[],[],"['c2h6', 'co', 'co2']",[],True,True,False,,393,False,1,7,174,7/174,37.4,37.4,37.4,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|3|1|1.0|1.0|1.0|3|2.214,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,393,37.4,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
8T9792T2,BNN,KT2A,8T9792T2,BNNKT2A,2024-03-03,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,2.8,-0.11428571428571427,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.0,T2,THERMAL,ELEVATED_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9964756281071343,0.013295802133288319,75.0,6,1801.0,3,5,6,4,1.0,0.6666666666666666,6,MIXED,0.6931471805599453,3,0.5,0.5,2,1,2,2,5,0.2,0.4,True,False,2,1.0,1.0,4.714285714285714,1.0,1.0,1,1,2.028,0,0,3,0,[],[],"['ch4', 'co', 'co2']",[],True,True,False,,394,False,1,8,174,8/174,37.2,37.2,37.2,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|3|1|1.0|1.0|1.0|3|2.028,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,394,37.2,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
558031,AY2,KT3A,558031,AY2KT3A,2024-01-25,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,1.0,0.9999999999999998,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.0,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9023361292646372,0.16440827123474686,100.0,2,696.0,1,1,1,0,0.5,0.0,2,MIXED,0.6931471805599453,1,0.5,0.5,1,1,0,0,1,1.0,0.0,False,False,1,1.0,1.0,2.3,1.0,1.0,1,1,1.0,0,0,3,0,[],[],"['h2', 'c2h6', 'c2h4']",[],True,True,False,,395,False,1,9,174,9/174,37.1,37.1,37.1,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|3|1|1.0|1.0|1.0|1|1.0,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,395,37.1,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
504005,CT,KT4A,504005,CTKT4A,2024-03-09,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,2.1,0.06363636363636377,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,2.65,T3,THERMAL,HIGH_CONCERN,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9999999999860001,1.8703010247744505e-10,83.3,11,1580.0,3,10,10,2,0.9090909090909091,0.18181818181818182,10,THERMAL,0.6108643020548935,7,0.7,0.7,2,3,2,5,10,0.3,0.2,True,False,2,2.65,2.65,1.9,1.0,2.65,1,2,43.0,3,0,2,0,"['ch4', 'c2h6', 'c2h4']",[],"['h2', 'ch4']",[],True,True,False,,396,False,1,10,174,10/174,36.9,36.9,36.9,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|2|2|2.65|1.0|1.0|3|43.0,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,396,36.9,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
8R8395T1,BPK,KT5A,8R8395T1,BPKKT5A,2024-06-23,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,1.75,0.4,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,2.533333333333333,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9275791083979198,0.13355734230319688,75.0,5,1683.0,3,4,3,1,0.6,0.2,5,THERMAL,0.5004024235381879,4,0.8,0.8,3,2,1,1,4,0.5,0.25,True,False,2,2.533333333333333,2.533333333333333,1.8571428571428572,1.0,2.533333333333333,1,2,1.0666666666666667,2,0,2,0,"['ch4', 'c2h6']",[],"['ch4', 'c2h6']",[],True,True,False,,397,False,1,11,174,11/174,36.7,36.7,36.7,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|2|2|2.533333333333333|1.0|1.0|3|1.0666666666666667,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,397,36.7,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
AG69095T436,PHK,KT1A,AG69095T436,PHKKT1A,2024-01-29,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,2.2,0.14285714285714265,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,2.1333333333333333,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9275791083979198,0.13355734230319688,100.0,6,1434.0,3,5,5,2,0.8333333333333334,0.3333333333333333,6,THERMAL,-0.0,6,1.0,1.0,6,2,1,2,5,0.4,0.2,True,False,2,2.1333333333333333,2.1333333333333333,8.714285714285714,1.0,2.1333333333333333,1,2,1.0333333333333334,2,0,2,0,"['ch4', 'c2h6']",[],"['ch4', 'c2h6']",[],True,True,False,,398,False,1,12,174,12/174,36.6,36.6,36.6,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|2|2|2.1333333333333333|1.0|1.0|3|1.0333333333333334,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,398,36.6,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
A01644T1,TN-P,KT1A,A01644T1,TN-PKT1A,2021-05-03,2,STATUS_2,2.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,1.0,0.9999999999999998,STATUS_2,2,IEEE Status 2 is the current condition class. Maintenance order is determined separately within Status 2 by standardized evidence and history.,False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,CURRENT_STANDARD_EVIDENCE,,1.825,PD,DISCHARGE,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9992709343291291,0.0030973545106918227,0.0,2,184.0,1,1,1,0,0.5,0.0,1,DISCHARGE,-0.0,1,1.0,1.0,1,1,0,0,1,1.0,0.0,False,False,1,1.825,1.825,2.6,1.0,1.825,1,2,1.0,1,0,2,0,['h2'],[],"['h2', 'c2h6']",[],True,True,False,,399,False,1,13,174,13/174,36.4,36.4,36.4,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,2|0|0|2|2|1.825|1.0|1.0|1|1.0,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_2_CONFIRM_AND_INCREASE_SURVEILLANCE,399,36.4,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
